time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-29 00:00:00+00:00,,,10.0,2.0
2024-09-30 00:00:00+00:00,1.0,1.0,2.0,1.0
2024-10-01 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-10-02 00:00:00+00:00,3.0,2.0,4.0,4.0
2024-10-03 00:00:00+00:00,3.0,1.0,85.0,2.0
2024-10-04 00:00:00+00:00,,,23.0,2.0
2024-10-05 00:00:00+00:00,2.0,1.0,1.0,1.0
2024-10-06 00:00:00+00:00,2.0,1.0,,
2024-10-07 00:00:00+00:00,3.0,2.0,,
2024-10-08 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-10-09 00:00:00+00:00,3.0,2.0,1.0,1.0
2024-10-10 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-10-12 00:00:00+00:00,,,2.0,2.0
