time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-28 00:00:00+00:00,7,4,,
2023-01-29 00:00:00+00:00,7,4,4.0,2.0
2023-01-30 00:00:00+00:00,8,5,12.0,5.0
2023-01-31 00:00:00+00:00,8,3,15.0,2.0
2023-02-01 00:00:00+00:00,7,4,3.0,1.0
2023-02-02 00:00:00+00:00,9,4,22.0,6.0
2023-02-03 00:00:00+00:00,2,2,10.0,5.0
2023-02-04 00:00:00+00:00,4,3,9.0,3.0
2023-02-05 00:00:00+00:00,5,2,,
2023-02-06 00:00:00+00:00,3,3,36.0,4.0
2023-02-07 00:00:00+00:00,117,5,7.0,4.0
2023-02-08 00:00:00+00:00,13,3,22.0,4.0
2023-02-09 00:00:00+00:00,1,1,66.0,5.0
2023-02-10 00:00:00+00:00,2,2,3.0,1.0
